,date,geo_code,inf_hosp_intensive,inf_hosp_nonintensive,inf_home,inf_recovered,inf_dead,inf_tot_cum
464,2020-03-18T17:00:00,5,195,646,2112,167,94,3214
465,2020-03-18T17:00:00,6,27,128,261,15,31,462
466,2020-03-18T17:00:00,7,100,401,243,70,73,887
467,2020-03-18T17:00:00,8,247,1784,1884,152,458,4525
468,2020-03-18T17:00:00,9,160,427,704,17,22,1330
469,2020-03-18T17:00:00,10,21,54,166,4,2,247
470,2020-03-18T17:00:00,11,119,638,719,0,92,1568
471,2020-03-18T17:00:00,12,44,374,232,42,32,724
472,2020-03-18T17:00:00,13,41,99,109,7,7,263
473,2020-03-18T17:00:00,14,6,7,8,6,1,28
474,2020-03-18T17:00:00,15,24,127,272,28,9,460
475,2020-03-18T17:00:00,16,30,156,176,2,19,383
476,2020-03-18T17:00:00,17,2,9,16,0,0,27
477,2020-03-18T17:00:00,18,11,45,70,2,1,129
478,2020-03-18T17:00:00,19,29,100,138,12,3,282
479,2020-03-18T17:00:00,20,7,42,83,0,2,134
480,2020-03-19T17:00:00,1,257,2279,218,3,175,2932
481,2020-03-19T17:00:00,2,9,47,153,0,6,215
482,2020-03-19T17:00:00,3,1006,7387,5545,3778,2168,19884
483,2020-03-19T17:00:00,4,48,256,608,21,26,959
484,2020-03-19T17:00:00,5,209,771,2189,200,115,3484
485,2020-03-19T17:00:00,6,29,134,359,41,36,599
486,2020-03-19T17:00:00,7,112,491,280,85,91,1059
487,2020-03-19T17:00:00,8,260,1900,2346,177,531,5214
488,2020-03-19T17:00:00,9,178,501,743,22,38,1482
489,2020-03-19T17:00:00,10,21,69,238,4,2,334
490,2020-03-19T17:00:00,11,141,656,825,0,115,1737
491,2020-03-19T17:00:00,12,45,426,270,44,38,823
492,2020-03-19T17:00:00,13,47,181,138,8,11,385
493,2020-03-19T17:00:00,14,6,19,13,6,2,46
494,2020-03-19T17:00:00,15,36,213,356,30,17,652
495,2020-03-19T17:00:00,16,31,173,245,4,25,478
496,2020-03-19T17:00:00,17,5,8,24,0,0,37
497,2020-03-19T17:00:00,18,13,60,91,2,3,169
498,2020-03-19T17:00:00,19,36,143,142,15,4,340
499,2020-03-19T17:00:00,20,9,43,152,0,2,206
500,2020-03-20T17:00:00,1,280,1541,1423,8,209,3461
501,2020-03-20T17:00:00,2,9,54,194,0,7,264
502,2020-03-20T17:00:00,3,1050,7735,6635,4295,2549,22264
503,2020-03-20T17:00:00,4,58,297,775,30,30,1190
504,2020-03-20T17:00:00,5,236,843,2598,223,131,4031
505,2020-03-20T17:00:00,6,32,143,380,63,38,656
506,2020-03-20T17:00:00,7,121,573,307,101,119,1221
507,2020-03-20T17:00:00,8,267,2083,2739,239,640,5968
508,2020-03-20T17:00:00,9,189,601,923,33,47,1793
509,2020-03-20T17:00:00,10,24,75,285,4,7,395
510,2020-03-20T17:00:00,11,138,704,1002,0,137,1981
511,2020-03-20T17:00:00,12,47,537,328,53,43,1008
512,2020-03-20T17:00:00,13,48,190,184,10,17,449
513,2020-03-20T17:00:00,14,6,20,13,6,5,50
514,2020-03-20T17:00:00,15,41,130,531,30,17,749
515,2020-03-20T17:00:00,16,31,191,329,4,26,581
516,2020-03-20T17:00:00,17,5,8,39,0,0,52
517,2020-03-20T17:00:00,18,16,71,114,2,4,207
518,2020-03-20T17:00:00,19,42,168,169,25,4,408
519,2020-03-20T17:00:00,20,15,56,217,3,2,293
520,2020-03-21T17:00:00,1,301,1976,1229,8,238,3752
521,2020-03-21T17:00:00,2,15,62,227,1,8,313
522,2020-03-21T17:00:00,3,1093,8258,8019,5050,3095,25515
523,2020-03-21T17:00:00,4,69,360,891,35,48,1403
524,2020-03-21T17:00:00,5,249,942,3023,257,146,4617
525,2020-03-21T17:00:00,6,37,152,477,82,42,790
526,2020-03-21T17:00:00,7,129,598,432,125,152,1436
527,2020-03-21T17:00:00,8,265,2267,3129,329,715,6705
528,2020-03-21T17:00:00,9,202,664,1039,35,72,2012
529,2020-03-21T17:00:00,10,29,92,326,5,10,462
530,2020-03-21T17:00:00,11,141,742,1114,2,154,2153
531,2020-03-21T17:00:00,12,70,591,425,54,50,1190
532,2020-03-21T17:00:00,13,44,185,265,13,22,529
533,2020-03-21T17:00:00,14,6,21,20,7,7,61
534,2020-03-21T17:00:00,15,87,233,473,29,22,844
535,2020-03-21T17:00:00,16,33,209,400,4,29,675
536,2020-03-21T17:00:00,17,7,12,47,0,0,66
537,2020-03-21T17:00:00,18,16,73,136,5,5,235
538,2020-03-21T17:00:00,19,48,206,204,26,6,490
539,2020-03-21T17:00:00,20,16,65,240,5,4,330
540,2020-03-22T17:00:00,1,308,2118,1701,10,283,4420
541,2020-03-22T17:00:00,2,21,63,270,1,9,364
542,2020-03-22T17:00:00,3,1142,9439,7304,5865,3456,27206
543,2020-03-22T17:00:00,4,78,381,1074,41,58,1632
544,2020-03-22T17:00:00,5,255,1113,3276,309,169,5122
545,2020-03-22T17:00:00,6,47,163,528,89,47,874
546,2020-03-22T17:00:00,7,132,736,483,143,171,1665
547,2020-03-22T17:00:00,8,269,2429,3692,349,816,7555
548,2020-03-22T17:00:00,9,215,706,1223,42,91,2277
549,2020-03-22T17:00:00,10,35,97,368,5,16,521
550,2020-03-22T17:00:00,11,138,816,1277,6,184,2421
551,2020-03-22T17:00:00,12,79,671,522,58,53,1383
552,2020-03-22T17:00:00,13,49,218,272,15,33,587
553,2020-03-22T17:00:00,14,7,24,21,7,7,66
554,2020-03-22T17:00:00,15,99,243,524,41,29,936
555,2020-03-22T17:00:00,16,37,252,459,7,31,786
556,2020-03-22T17:00:00,17,10,13,58,0,0,81
557,2020-03-22T17:00:00,18,17,77,166,5,8,273
558,2020-03-22T17:00:00,19,55,220,321,26,8,630
559,2020-03-22T17:00:00,20,16,67,244,5,7,339
560,2020-03-23T17:00:00,1,343,2194,1992,17,315,4861
561,2020-03-23T17:00:00,2,20,69,290,2,12,393
562,2020-03-23T17:00:00,3,1183,9266,8461,6075,3776,28761
563,2020-03-23T17:00:00,4,79,394,1129,75,70,1747
564,2020-03-23T17:00:00,5,281,1206,3499,327,192,5505
565,2020-03-23T17:00:00,6,41,185,545,105,54,930
566,2020-03-23T17:00:00,7,133,761,659,159,212,1924
567,2020-03-23T17:00:00,8,276,2846,4098,423,892,8535
568,2020-03-23T17:00:00,9,238,838,1225,51,109,2461
569,2020-03-23T17:00:00,10,42,106,408,5,16,577
570,2020-03-23T17:00:00,11,148,882,1328,8,203,2569
571,2020-03-23T17:00:00,12,96,718,600,63,63,1540
572,2020-03-23T17:00:00,13,52,228,325,20,38,663
573,2020-03-23T17:00:00,14,7,25,18,10,7,67
574,2020-03-23T17:00:00,15,110,266,553,48,49,1026
575,2020-03-23T17:00:00,16,45,285,532,7,37,906
576,2020-03-23T17:00:00,17,12,15,62,0,1,90
577,2020-03-23T17:00:00,18,20,82,178,5,7,292
578,2020-03-23T17:00:00,19,60,250,371,27,13,721
579,2020-03-23T17:00:00,20,18,76,249,5,11,359
580,2020-03-24T17:00:00,1,360,2404,2360,17,374,5515
581,2020-03-24T17:00:00,2,20,71,288,2,19,400
582,2020-03-24T17:00:00,3,1194,9711,8963,6657,4178,30703
583,2020-03-24T17:00:00,4,87,474,1113,123,94,1891
584,2020-03-24T17:00:00,5,304,1318,3729,381,216,5948
585,2020-03-24T17:00:00,6,49,195,604,80,64,992
586,2020-03-24T17:00:00,7,147,803,742,193,231,2116
587,2020-03-24T17:00:00,8,291,2974,4446,558,985,9254
588,2020-03-24T17:00:00,9,244,918,1357,51,129,2699
589,2020-03-24T17:00:00,10,43,105,476,5,19,648
590,2020-03-24T17:00:00,11,149,862,1486,8,231,2736
591,2020-03-24T17:00:00,12,94,747,704,103,80,1728
592,2020-03-24T17:00:00,13,57,234,331,21,46,689
593,2020-03-24T17:00:00,14,7,27,21,10,8,73
594,2020-03-24T17:00:00,15,181,345,466,53,56,1101
595,2020-03-24T17:00:00,16,57,317,566,21,44,1005
596,2020-03-24T17:00:00,17,12,14,65,0,1,92
597,2020-03-24T17:00:00,18,21,88,195,5,10,319
598,2020-03-24T17:00:00,19,60,250,489,27,20,846
599,2020-03-24T17:00:00,20,19,80,296,11,15,421
600,2020-03-25T17:00:00,1,381,2544,2631,19,449,6024
601,2020-03-25T17:00:00,2,25,70,280,2,24,401
602,2020-03-25T17:00:00,3,1236,10026,9329,7281,4474,32346
603,2020-03-25T17:00:00,4,105,498,1203,157,117,2080
604,2020-03-25T17:00:00,5,316,1407,4022,439,258,6442
605,2020-03-25T17:00:00,6,52,200,659,158,70,1139
606,2020-03-25T17:00:00,7,147,927,752,225,254,2305
607,2020-03-25T17:00:00,8,294,3180,4782,721,1077,10054
608,2020-03-25T17:00:00,9,251,999,1526,54,142,2972
609,2020-03-25T17:00:00,10,44,123,519,5,19,710
610,2020-03-25T17:00:00,11,148,938,1553,8,287,2934
611,2020-03-25T17:00:00,12,101,805,769,131,95,1901
612,2020-03-25T17:00:00,13,59,248,431,23,52,813
613,2020-03-25T17:00:00,14,7,26,20,12,8,73
614,2020-03-25T17:00:00,15,123,318,631,53,74,1199
615,2020-03-25T17:00:00,16,64,349,610,22,48,1093
616,2020-03-25T17:00:00,17,14,20,78,0,1,113
617,2020-03-25T17:00:00,18,23,93,217,7,11,351
618,2020-03-25T17:00:00,19,80,259,597,33,25,994
619,2020-03-25T17:00:00,20,19,82,311,12,18,442
620,2020-03-26T17:00:00,1,408,2633,2909,135,449,6534
621,2020-03-26T17:00:00,2,24,73,281,2,28,408
622,2020-03-26T17:00:00,3,1263,10681,10245,7839,4861,34889
623,2020-03-26T17:00:00,4,109,523,1253,184,134,2203
624,2020-03-26T17:00:00,5,326,1447,4367,508,287,6935
625,2020-03-26T17:00:00,6,54,212,688,197,72,1223
626,2020-03-26T17:00:00,7,154,998,875,260,280,2567
627,2020-03-26T17:00:00,8,301,3354,5195,792,1174,10816
628,2020-03-26T17:00:00,9,259,1037,1677,95,158,3226
629,2020-03-26T17:00:00,10,46,144,580,12,20,802
630,2020-03-26T17:00:00,11,166,977,1652,9,310,3114
631,2020-03-26T17:00:00,12,113,878,844,155,106,2096
632,2020-03-26T17:00:00,13,64,280,516,23,63,946
633,2020-03-26T17:00:00,14,8,27,46,14,8,103
634,2020-03-26T17:00:00,15,114,448,607,58,83,1310
635,2020-03-26T17:00:00,16,76,480,539,22,65,1182
636,2020-03-26T17:00:00,17,16,22,95,0,1,134
637,2020-03-26T17:00:00,18,23,101,248,7,14,393
638,2020-03-26T17:00:00,19,68,346,681,36,33,1164
639,2020-03-26T17:00:00,20,20,92,350,13,19,494
640,2020-03-27T17:00:00,1,431,2852,3064,176,569,7092
641,2020-03-27T17:00:00,2,24,91,298,2,37,452
642,2020-03-27T17:00:00,3,1292,11137,11466,8001,5402,37298
643,2020-03-27T17:00:00,4,111,590,1296,235,162,2394
644,2020-03-27T17:00:00,5,338,1536,4774,536,313,7497
645,2020-03-27T17:00:00,6,57,222,748,214,76,1317
646,2020-03-27T17:00:00,7,157,1023,880,305,331,2696
647,2020-03-27T17:00:00,8,308,3461,5592,960,1267,11588
648,2020-03-27T17:00:00,9,274,1053,1843,103,177,3450
649,2020-03-27T17:00:00,10,46,149,629,39,21,884
650,2020-03-27T17:00:00,11,162,979,1709,10,336,3196
651,2020-03-27T17:00:00,12,126,992,895,164,118,2295
652,2020-03-27T17:00:00,13,71,289,565,24,68,1017
653,2020-03-27T17:00:00,14,9,26,51,14,9,109
654,2020-03-27T17:00:00,15,113,456,723,64,98,1454
655,2020-03-27T17:00:00,16,82,530,624,29,69,1334
656,2020-03-27T17:00:00,17,15,22,110,1,3,151
657,2020-03-27T17:00:00,18,22,103,344,7,18,494
658,2020-03-27T17:00:00,19,75,425,658,53,39,1250
659,2020-03-27T17:00:00,20,19,93,384,13,21,530
660,2020-03-28T17:00:00,1,439,3094,3318,203,617,7671
661,2020-03-28T17:00:00,2,26,90,352,2,41,511
662,2020-03-28T17:00:00,3,1319,11152,12038,8962,5944,39415
663,2020-03-28T17:00:00,4,123,576,1464,267,184,2614
664,2020-03-28T17:00:00,5,344,1559,5010,655,362,7930
665,2020-03-28T17:00:00,6,59,223,838,229,87,1436
666,2020-03-28T17:00:00,7,167,1031,888,378,358,2822
667,2020-03-28T17:00:00,8,316,3695,5953,1075,1344,12383
668,2020-03-28T17:00:00,9,277,1093,2141,108,198,3817
669,2020-03-28T17:00:00,10,44,159,695,43,28,969
670,2020-03-28T17:00:00,11,166,987,1846,10,364,3373
671,2020-03-28T17:00:00,12,133,985,1063,200,124,2505
672,2020-03-28T17:00:00,13,70,311,646,30,76,1133
673,2020-03-28T17:00:00,14,9,26,63,16,9,123
674,2020-03-28T17:00:00,15,132,463,812,76,109,1592
675,2020-03-28T17:00:00,16,98,563,697,29,71,1458
676,2020-03-28T17:00:00,17,19,26,133,1,3,182
677,2020-03-28T17:00:00,18,22,107,394,11,21,555
678,2020-03-28T17:00:00,19,71,441,730,60,57,1359
679,2020-03-28T17:00:00,20,22,95,452,29,26,624
680,2020-03-29T17:00:00,1,443,2985,3840,254,684,8206
681,2020-03-29T17:00:00,2,26,90,423,2,43,584
682,2020-03-29T17:00:00,3,1328,11613,12451,9255,6360,41007
683,2020-03-29T17:00:00,4,131,590,1606,288,193,2808
684,2020-03-29T17:00:00,5,355,1586,5310,715,392,8358
685,2020-03-29T17:00:00,6,60,236,845,241,98,1480
686,2020-03-29T17:00:00,7,166,1077,1036,420,377,3076
687,2020-03-29T17:00:00,8,333,3769,6433,1141,1443,13119
688,2020-03-29T17:00:00,9,275,1111,2400,121,215,4122
689,2020-03-29T17:00:00,10,46,166,685,95,31,1023
690,2020-03-29T17:00:00,11,168,1000,1992,12,386,3558
691,2020-03-29T17:00:00,12,133,1062,1167,208,136,2706
692,2020-03-29T17:00:00,13,68,329,772,36,88,1293
693,2020-03-29T17:00:00,14,9,25,66,18,9,127
694,2020-03-29T17:00:00,15,135,476,945,86,117,1759
695,2020-03-29T17:00:00,16,99,559,774,31,86,1549
696,2020-03-29T17:00:00,17,18,32,147,1,4,202
697,2020-03-29T17:00:00,18,19,124,434,12,25,614
698,2020-03-29T17:00:00,19,71,451,808,65,65,1460
699,2020-03-29T17:00:00,20,23,105,454,29,27,638
700,2020-03-30T17:00:00,1,452,2985,4218,308,749,8712
701,2020-03-30T17:00:00,2,26,92,400,16,50,584
702,2020-03-30T17:00:00,3,1330,11815,11861,10337,6818,42161
703,2020-03-30T17:00:00,4,140,584,1731,331,221,3007
704,2020-03-30T17:00:00,5,356,1633,5575,747,413,8724
705,2020-03-30T17:00:00,6,60,229,820,285,107,1501
706,2020-03-30T17:00:00,7,175,1142,1066,437,397,3217
707,2020-03-30T17:00:00,8,351,3779,6636,1227,1538,13531
708,2020-03-30T17:00:00,9,279,1116,2655,131,231,4412
709,2020-03-30T17:00:00,10,47,173,614,184,33,1051
710,2020-03-30T17:00:00,11,167,998,2086,16,417,3684
711,2020-03-30T17:00:00,12,154,1079,1264,267,150,2914
712,2020-03-30T17:00:00,13,69,322,778,74,102,1345
713,2020-03-30T17:00:00,14,8,27,72,18,9,134
714,2020-03-30T17:00:00,15,126,468,1145,88,125,1952
715,2020-03-30T17:00:00,16,106,590,889,36,91,1712
716,2020-03-30T17:00:00,17,18,36,154,1,5,214
717,2020-03-30T17:00:00,18,18,130,454,14,31,647
718,2020-03-30T17:00:00,19,75,484,849,71,76,1555
719,2020-03-30T17:00:00,20,24,113,485,32,28,682
720,2020-03-31T17:00:00,1,452,3174,4456,365,854,9301
721,2020-03-31T17:00:00,2,26,91,435,20,56,628
722,2020-03-31T17:00:00,3,1324,11883,11917,10885,7199,43208
723,2020-03-31T17:00:00,4,142,603,1786,346,240,3117
724,2020-03-31T17:00:00,5,356,1680,5814,828,477,9155
725,2020-03-31T17:00:00,6,60,215,885,320,113,1593
726,2020-03-31T17:00:00,7,179,1153,1176,480,428,3416
727,2020-03-31T17:00:00,8,353,3765,6835,1477,1644,14074
728,2020-03-31T17:00:00,9,293,1120,2813,138,244,4608
729,2020-03-31T17:00:00,10,43,176,632,190,37,1078
730,2020-03-31T17:00:00,11,169,946,2237,21,452,3825
731,2020-03-31T17:00:00,12,173,1127,1342,291,162,3095
732,2020-03-31T17:00:00,13,73,335,783,95,115,1401
733,2020-03-31T17:00:00,14,8,29,80,18,9,144
734,2020-03-31T17:00:00,15,133,501,1237,88,133,2092
735,2020-03-31T17:00:00,16,105,609,940,39,110,1803
736,2020-03-31T17:00:00,17,17,37,162,3,7,226
737,2020-03-31T17:00:00,18,17,132,457,17,36,659
738,2020-03-31T17:00:00,19,72,503,917,74,81,1647
739,2020-03-31T17:00:00,20,28,113,516,34,31,722
740,2020-04-01T17:00:00,1,453,3146,4871,439,886,9795
741,2020-04-01T17:00:00,2,27,85,428,32,59,631
742,2020-04-01T17:00:00,3,1342,11927,12496,11415,7593,44773
743,2020-04-01T17:00:00,4,133,614,1848,404,289,3288
744,2020-04-01T17:00:00,5,350,1718,6156,902,499,9625
745,2020-04-01T17:00:00,6,60,206,940,357,122,1685
746,2020-04-01T17:00:00,7,179,1114,1352,555,460,3660
747,2020-04-01T17:00:00,8,359,3898,7232,1566,1732,14787
748,2020-04-01T17:00:00,9,297,1120,3015,182,253,4867
749,2020-04-01T17:00:00,10,45,173,646,194,37,1095
750,2020-04-01T17:00:00,11,168,984,2304,29,477,3962
751,2020-04-01T17:00:00,12,177,1131,1450,337,169,3264
752,2020-04-01T17:00:00,13,71,342,798,102,123,1436
753,2020-04-01T17:00:00,14,8,32,91,19,10,160
754,2020-04-01T17:00:00,15,129,478,1369,107,148,2231
755,2020-04-01T17:00:00,16,107,637,1012,61,129,1946
756,2020-04-01T17:00:00,17,15,39,171,3,9,237
757,2020-04-01T17:00:00,18,16,144,450,21,38,669
758,2020-04-01T17:00:00,19,72,496,976,86,88,1718
759,2020-04-01T17:00:00,20,27,119,529,36,34,745
760,2020-04-02T17:00:00,1,453,3341,5005,571,983,10353
761,2020-04-02T17:00:00,2,25,85,446,49,63,668
762,2020-04-02T17:00:00,3,1351,11762,12763,12229,7960,46065
763,2020-04-02T17:00:00,4,138,618,1991,419,316,3482
764,2020-04-02T17:00:00,5,345,1670,6563,1001,532,10111
765,2020-04-02T17:00:00,6,60,199,1035,376,129,1799
766,2020-04-02T17:00:00,7,172,1120,1368,634,488,3782
767,2020-04-02T17:00:00,8,366,3944,7549,1663,1811,15333
768,2020-04-02T17:00:00,9,295,1135,3359,216,268,5273
769,2020-04-02T17:00:00,10,47,171,667,205,38,1128
770,2020-04-02T17:00:00,11,164,986,2405,40,503,4098
771,2020-04-02T17:00:00,12,181,1169,1529,369,185,3433
772,2020-04-02T17:00:00,13,75,341,835,113,133,1497
773,2020-04-02T17:00:00,14,8,30,95,21,11,165
774,2020-04-02T17:00:00,15,120,503,1517,149,167,2456
775,2020-04-02T17:00:00,16,118,645,1101,69,144,2077
776,2020-04-02T17:00:00,17,19,38,176,3,10,246
777,2020-04-02T17:00:00,18,19,163,445,23,41,691
778,2020-04-02T17:00:00,19,73,503,1030,92,93,1791
779,2020-04-02T17:00:00,20,24,117,577,36,40,794
780,2020-04-03T17:00:00,1,452,3300,5378,723,1043,10896
781,2020-04-03T17:00:00,2,25,85,450,89,70,719
782,2020-04-03T17:00:00,3,1381,11802,13006,13020,8311,47520
783,2020-04-03T17:00:00,4,140,634,2094,457,343,3668
784,2020-04-03T17:00:00,5,335,1714,6812,1031,572,10464
785,2020-04-03T17:00:00,6,61,201,1062,419,136,1879
786,2020-04-03T17:00:00,7,173,1147,1426,700,519,3965
787,2020-04-03T17:00:00,8,364,3915,7899,1852,1902,15932
788,2020-04-03T17:00:00,9,288,1149,3472,300,290,5499
789,2020-04-03T17:00:00,10,48,165,707,220,39,1179
790,2020-04-03T17:00:00,11,158,982,2491,42,557,4230
791,2020-04-03T17:00:00,12,188,1194,1627,392,199,3600
792,2020-04-03T17:00:00,13,76,361,864,116,146,1563
793,2020-04-03T17:00:00,14,8,31,105,21,11,176
794,2020-04-03T17:00:00,15,115,532,1705,144,181,2677
795,2020-04-03T17:00:00,16,123,648,1178,69,164,2182
796,2020-04-03T17:00:00,17,19,41,187,3,11,261
797,2020-04-03T17:00:00,18,17,183,462,26,45,733
798,2020-04-03T17:00:00,19,73,535,1056,94,101,1859
799,2020-04-03T17:00:00,20,24,122,598,40,41,825
800,2020-04-04T17:00:00,1,450,3441,5802,888,1128,11709
801,2020-04-04T17:00:00,2,23,63,474,106,82,748
802,2020-04-04T17:00:00,3,1326,12002,13892,13242,8656,49118
803,2020-04-04T17:00:00,4,142,644,2168,502,356,3812
804,2020-04-04T17:00:00,5,324,1691,7078,1124,607,10824
805,2020-04-04T17:00:00,6,50,183,1103,505,145,1986
806,2020-04-04T17:00:00,7,169,1121,1604,767,542,4203
807,2020-04-04T17:00:00,8,358,3859,8306,2040,1977,16540
808,2020-04-04T17:00:00,9,286,1129,3639,310,307,5671
809,2020-04-04T17:00:00,10,44,167,716,242,41,1210
810,2020-04-04T17:00:00,11,153,997,2347,270,574,4341
811,2020-04-04T17:00:00,12,193,1236,1677,439,212,3757
812,2020-04-04T17:00:00,13,71,354,931,119,153,1628
813,2020-04-04T17:00:00,14,6,31,134,24,11,206
814,2020-04-04T17:00:00,15,114,567,1815,146,186,2828
815,2020-04-04T17:00:00,16,153,627,1193,94,173,2240
816,2020-04-04T17:00:00,17,19,44,181,9,11,264
817,2020-04-04T17:00:00,18,15,178,469,30,49,741
818,2020-04-04T17:00:00,19,74,553,1099,95,111,1932
819,2020-04-04T17:00:00,20,24,123,642,44,41,874
820,2020-04-05T17:00:00,1,444,3472,6261,1017,1168,12362
821,2020-04-05T17:00:00,2,23,96,457,115,91,782
822,2020-04-05T17:00:00,3,1317,12009,14798,13426,8905,50455
823,2020-04-05T17:00:00,4,133,591,2297,533,375,3929
824,2020-04-05T17:00:00,5,329,1674,7406,1186,631,11226
825,2020-04-05T17:00:00,6,50,185,1128,531,154,2048
826,2020-04-05T17:00:00,7,165,1126,1802,800,556,4449
827,2020-04-05T17:00:00,8,375,3839,8623,2201,2051,17089
828,2020-04-05T17:00:00,9,276,1111,3798,337,325,5847
829,2020-04-05T17:00:00,10,45,159,694,298,43,1239
830,2020-04-05T17:00:00,11,151,987,2440,287,599,4464
831,2020-04-05T17:00:00,12,197,1235,1754,475,219,3880
832,2020-04-05T17:00:00,13,67,347,1006,125,158,1703
833,2020-04-05T17:00:00,14,6,33,148,24,13,224
834,2020-04-05T17:00:00,15,108,609,1904,150,189,2960
835,2020-04-05T17:00:00,16,159,574,1289,113,182,2317
836,2020-04-05T17:00:00,17,18,46,190,11,13,278
837,2020-04-05T17:00:00,18,13,174,519,33,56,795
838,2020-04-05T17:00:00,19,76,556,1142,104,116,1994
839,2020-04-05T17:00:00,20,25,126,664,49,43,907
840,2020-04-06T17:00:00,1,438,3484,6623,1128,1251,12924
841,2020-04-06T17:00:00,2,21,109,437,142,96,805
842,2020-04-06T17:00:00,3,1343,11914,15212,13863,9202,51534
843,2020-04-06T17:00:00,4,131,599,2368,578,394,4070
844,2020-04-06T17:00:00,5,322,1714,7686,1204,662,11588
845,2020-04-06T17:00:00,6,46,189,1161,549,158,2103
846,2020-04-06T17:00:00,7,162,1141,1814,837,595,4549
847,2020-04-06T17:00:00,8,372,3804,8875,2397,2108,17556
848,2020-04-06T17:00:00,9,279,1116,3906,350,350,6001
849,2020-04-06T17:00:00,10,46,159,667,337,44,1253
850,2020-04-06T17:00:00,11,140,1001,2565,296,612,4614
851,2020-04-06T17:00:00,12,197,1235,1868,502,229,4031
852,2020-04-06T17:00:00,13,66,340,1019,127,169,1721
853,2020-04-06T17:00:00,14,5,34,148,24,13,224
854,2020-04-06T17:00:00,15,101,610,1987,156,204,3058
855,2020-04-06T17:00:00,16,97,625,1393,134,195,2444
856,2020-04-06T17:00:00,17,18,46,198,12,13,287
857,2020-04-06T17:00:00,18,14,170,538,37,58,817
858,2020-04-06T17:00:00,19,74,563,1178,108,123,2046
859,2020-04-06T17:00:00,20,26,123,670,56,47,922
860,2020-04-07T17:00:00,1,432,3553,6719,1320,1319,13343
861,2020-04-07T17:00:00,2,17,118,458,142,100,835
862,2020-04-07T17:00:00,3,1305,11833,15205,14498,9484,52325
863,2020-04-07T17:00:00,4,142,685,2364,678,418,4287
864,2020-04-07T17:00:00,5,297,1579,8089,1265,695,11925
865,2020-04-07T17:00:00,6,44,185,1150,610,164,2153
866,2020-04-07T17:00:00,7,156,1090,1966,925,620,4757
867,2020-04-07T17:00:00,8,366,3750,8932,2597,2180,17825
868,2020-04-07T17:00:00,9,263,1087,4077,377,369,6173
869,2020-04-07T17:00:00,10,41,157,648,368,49,1263
870,2020-04-07T17:00:00,11,139,962,2637,342,630,4710
871,2020-04-07T17:00:00,12,192,1229,1944,546,238,4149
872,2020-04-07T17:00:00,13,67,337,1087,136,172,1799
873,2020-04-07T17:00:00,14,5,35,145,26,13,224
874,2020-04-07T17:00:00,15,103,603,2059,167,216,3148
875,2020-04-07T17:00:00,16,93,615,1429,168,209,2514
876,2020-04-07T17:00:00,17,17,47,201,12,14,291
877,2020-04-07T17:00:00,18,14,169,550,40,60,833
878,2020-04-07T17:00:00,19,73,562,1224,113,125,2097
879,2020-04-07T17:00:00,20,26,122,673,62,52,935
880,2020-04-08T17:00:00,1,423,3493,7073,1516,1378,13883
881,2020-04-08T17:00:00,2,20,120,466,142,102,850
882,2020-04-08T17:00:00,3,1257,11719,15569,15147,9722,53414
883,2020-04-08T17:00:00,4,142,622,2457,778,438,4437
884,2020-04-08T17:00:00,5,285,1554,8332,1503,736,12410
885,2020-04-08T17:00:00,6,41,162,1212,634,169,2218
886,2020-04-08T17:00:00,7,153,1109,1983,1007,654,4906
887,2020-04-08T17:00:00,8,361,3769,8980,2890,2234,18234
888,2020-04-08T17:00:00,9,260,1066,4231,430,392,6379
889,2020-04-08T17:00:00,10,41,155,627,416,50,1289
890,2020-04-08T17:00:00,11,133,974,2455,645,652,4859
891,2020-04-08T17:00:00,12,196,1241,2011,574,244,4266
892,2020-04-08T17:00:00,13,62,331,1141,146,179,1859
893,2020-04-08T17:00:00,14,4,30,147,32,13,226
894,2020-04-08T17:00:00,15,97,608,2154,188,221,3268
895,2020-04-08T17:00:00,16,90,639,1509,177,219,2634
896,2020-04-08T17:00:00,17,17,48,205,13,14,297
897,2020-04-08T17:00:00,18,15,170,570,44,60,859
898,2020-04-08T17:00:00,19,65,563,1265,133,133,2159
899,2020-04-08T17:00:00,20,31,112,697,76,59,975
900,2020-04-09T17:00:00,1,412,3514,7410,1732,1454,14522
901,2020-04-09T17:00:00,2,18,118,473,154,105,868
902,2020-04-09T17:00:00,3,1236,11796,16042,15706,10022,54802
903,2020-04-09T17:00:00,4,133,608,2552,863,455,4611
904,2020-04-09T17:00:00,5,274,1530,8645,1728,756,12933
905,2020-04-09T17:00:00,6,37,167,1186,738,171,2299
906,2020-04-09T17:00:00,7,154,1103,1996,1085,682,5020
907,2020-04-09T17:00:00,8,355,3722,9181,3103,2316,18677
908,2020-04-09T17:00:00,9,256,1038,4409,441,408,6552
909,2020-04-09T17:00:00,10,38,154,600,455,51,1298
910,2020-04-09T17:00:00,11,133,945,2323,885,669,4955
911,2020-04-09T17:00:00,12,198,1244,2090,644,253,4429
912,2020-04-09T17:00:00,13,57,306,1203,171,194,1931
913,2020-04-09T17:00:00,14,4,30,155,32,13,234
914,2020-04-09T17:00:00,15,94,604,2175,244,227,3344
915,2020-04-09T17:00:00,16,86,630,1585,190,225,2716
916,2020-04-09T17:00:00,17,17,50,208,13,15,303
917,2020-04-09T17:00:00,18,15,168,582,48,61,874
